Код,Проект,Хто повідомив,Кому призначена,Пріоритет,Серйозність,Відтворюваність,Версія продукту,Категорія,Зареєстрована,ОС,Версія,Платформа,Рівень доступу,Оновлена,Статистика,Статус,Резолюція,Виправлена у версії
0001888,QA31,manchinipeter,,нормальний,незначна,завжди,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Неверное написание адреса в футере в английской локализации,нова,відкрита,
0001887,QA31,manchinipeter,,нормальний,незначна,не пробував,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Отсутствует перевод ПОЛИТИКА ИСПОЛЬЗОВАНИЯ ФАЙЛОВ COOKIES на английский и русский язык,нова,відкрита,
0001886,QA31,manchinipeter,,нормальний,незначна,не пробував,,General,2024-03-15,,,,спільна,2024-03-15,0001885: [NOVOSOLOV] Отсутствует перевод СОГЛАШЕНИЕ ПОЛЬЗОВАТЕЛЯ на английский и русский язык,нова,відкрита,
0001885,QA31,manchinipeter,,нормальний,незначна,не пробував,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Отсутствует перевод Политика конфиденциальности на английский и русский язык,нова,відкрита,
0001884,QA31,manchinipeter,,нормальний,незначна,не пробував,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Теги HTML присутствуют в тексте соглашения об обработке персональных данных,нова,відкрита,
0001883,QA31,manchinipeter,,нормальний,значна,завжди,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Наложение элементов интерфейса,нова,відкрита,
0001882,QA31,manchinipeter,,нормальний,незначна,не пробував,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Не оригинальный контент на странице https://avada-media.ua/ua/services/dyzayn-personazhey-2d/,нова,відкрита,
0001881,QA31,manchinipeter,,нормальний,незначна,не пробував,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Некоторые куки неправильно используют рекомендованный атрибут «SameSite»,нова,відкрита,
0001880,QA31,manchinipeter,,низький,незначна,завжди,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Предупреждения Content-Security-Policy,нова,відкрита,
0001879,QA31,manchinipeter,,нормальний,незначна,завжди,,General,2024-03-15,,,,спільна,2024-03-15,[NOVOSOLOV] Не идентифицированы шрифты в запросах,нова,відкрита,
0001866,QA31,Svitlana,,нормальний,незначна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"[Ляшенко]Буква ""U"" отсутствует в списке букв словаря терминов",нова,відкрита,
0001867,QA31,Svitlana,,нормальний,банальна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"[Ляшенко] Опечатка в слове ""Android"" в разделе ""F.A.Q.""",нова,відкрита,
0001868,QA31,Svitlana,,високий,значна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"[Ляшенко] Видео не воспроизводится в разделе ""Лента""",нова,відкрита,
0001869,QA31,Svitlana,,високий,значна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"[Ляшенко] Отображается часть кода в результатах поиска символа ""пробел"" или просто пустых данных",нова,відкрита,
0001870,QA31,Svitlana,,високий,незначна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"[Ляшенко] Пустая страница при переходе по ссылке на ""Viber"" на главной странице",нова,відкрита,
0001871,QA31,Svitlana,,нормальний,банальна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"[Ляшенко] Орфографические и грамматические ошибки в ""Address"" в английской локализации сайта",нова,відкрита,
0001872,QA31,Svitlana,,нормальний,банальна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"[Ляшенко] Орфографическая ошибка в слове ""GameDev"" на странице с меню в английской локализации сайта",нова,відкрита,
0001873,QA31,Svitlana,,високий,незначна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,[Ляшенко]Информация по ссылкам в футере сайта отображается на украинском языке вместо английского в английской локализации сайта,нова,відкрита,
0001874,QA31,Svitlana,,високий,незначна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,[Ляшенко] Элементы кода отображаются в согласии на обработку персональных данных в украинской локализации сайта,нова,відкрита,
0001875,QA31,Svitlana,,нормальний,незначна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,[Ляшенко] Название новости за 13.02.2024 отображается на украинском языке в английской локализации сайта,нова,відкрита,
0001865,QA31,Svitlana,,нормальний,незначна,завжди,,General,2024-03-14,,,,спільна,2024-03-14,"Буква ""U"" отсутствует в списке букв словаря терминов",нова,відкрита,
0001861,QA31,student_qa311_4,,низький,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,[Holnyk] Наложение елементов сайта,нова,відкрита,
0001860,QA31,student_qa311_4,,низький,незначна,не пробував,,General,2024-03-11,,,,спільна,2024-03-11,[Holnyk] Граматическая ошибки,нова,відкрита,
0001859,QA31,student_qa311_4,,нормальний,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,"[Holnyk] Проблема отображения контента раздела ""Лента""",нова,відкрита,
0001858,QA31,student_qa311_4,,нормальний,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,"[Holnyk] Некорректная работа ссылки на сервис ""Skype""",нова,відкрита,
0001857,QA31,student_qa311_4,,низький,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,[Holnyk] Наложение елементов сайта,нова,відкрита,
0001856,QA31,student_qa311_4,,високий,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,[Holnyk] Отсутствие локализации документации,нова,відкрита,
0001855,QA31,student_qa311_4,,високий,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,[Holnyk] Отсутствие локализации документации,нова,відкрита,
0001854,QA31,student_qa311_4,,нормальний,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,[Holnyk] Отсутствие локализации документации,нова,відкрита,
0001853,QA31,student_qa311_4,,високий,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,[Holnyk] Отсутствие локализации,нова,відкрита,
0001852,QA31,student_qa311_4,,низький,незначна,завжди,,General,2024-03-11,,,,спільна,2024-03-11,Отсутствие локализации,нова,відкрита,
0001848,QA31,Aleksandr123,,нормальний,доводка,завжди,,General,2024-03-10,windows 11,home,Google Chrome,спільна,2024-03-10,"[Tarasenko] В словаре терминов, отсутствует описание терминологии Blockchain.",нова,відкрита,
0001847,QA31,Aleksandr123,,нормальний,доводка,завжди,,General,2024-03-10,windows 11,home,Google Chrome,спільна,2024-03-10,"[Tarasenko] В словаре терминов, отсутствует описание терминологии Android.",нова,відкрита,
0001846,QA31,Aleksandr123,,нормальний,доводка,завжди,,General,2024-03-10,windows 11,home,Google Chrome,спільна,2024-03-10,[Tarasenko] Не корректная работа ссылки на Skype.,нова,відкрита,
0001845,QA31,Aleksandr123,,нормальний,доводка,завжди,,General,2024-03-10,windows 11,home,Google Chrome,спільна,2024-03-10,[Tarasenko] Отсутствие расшифровки аббревиатуры.,нова,відкрита,
0001844,QA31,Aleksandr123,,нормальний,доводка,завжди,,General,2024-03-10,windows 11,home,Google Chrome,спільна,2024-03-10,[Tarasenko] Наложение верстки.,нова,відкрита,
0001843,QA31,Aleksandr123,,нормальний,доводка,завжди,,General,2024-03-10,windows 11,home,Google Chrome,спільна,2024-03-10,[Tarasenko] Не корректное поведение lightbox-эффекта,нова,відкрита,
0001842,QA31,Aleksandr123,,нормальний,доводка,завжди,,General,2024-03-10,windows 11,home,google hrome,спільна,2024-03-10,[Tarasenko] Отсутствие проверки валидности электронной почты,нова,відкрита,
0001841,QA31,Aleksandr123,,низький,доводка,завжди,,General,2024-03-10,Windows 11,home,Google hrome,спільна,2024-03-10,"[Tarasenko] при нажатии на флаг над логотипом, переход на страницу банка ""NBU""",нова,відкрита,
0001834,QA31,Zhuk,,низький,незначна,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,Название города Одесса неправильно написано в англ локализации,нова,відкрита,
0001833,QA31,Zhuk,,низький,текст,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,"Не переведено название ссылки ""Подпишись на нас в инстаграм"" в разделе ""О нас"" на русский язык",нова,відкрита,
0001832,QA31,Zhuk,,низький,текст,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,"Не переведено название подраздела Expirience в разделе ""О нас"" на русский язык",нова,відкрита,
0001831,QA31,Zhuk,,низький,текст,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,Лента новостей в разделе Feed не соответствует выбранной англ докализации,нова,відкрита,
0001830,QA31,Zhuk,,низький,незначна,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,"Не появляется анимация при наведении на ""Електронні картки Apple i Google в главном меню сайта",нова,відкрита,
0001829,QA31,Zhuk,,нормальний,незначна,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,Не воспроизводится видео в разделе Стрічка,нова,відкрита,
0001828,QA31,Zhuk,,нормальний,незначна,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,"Отсутствует возможность определить длительность проекта с в разделе ""Розрахунок вартості""",нова,відкрита,
0001827,QA31,Zhuk,,низький,текст,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,Термин Android написан с ошибкой в разделе  F.Q.A.,нова,відкрита,
0001826,QA31,Zhuk,,нормальний,незначна,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,Отсутвует ссылка на разьяснение терминов в разделе F.Q.A.,нова,відкрита,
0001825,QA31,Zhuk,,нормальний,незначна,завжди,,General,2024-03-07,Windows 10 Pro,22H2,,спільна,2024-03-07,"Функция ""Связаться с экспертами"" работает при введении невалидных данных",нова,відкрита,
0001652,QA31,asdasdasd,,нормальний,побажання,не пробував,,General,2024-02-29,,,,спільна,2024-02-29,Наложение элементов друга на друга в футере,нова,відкрита,
0001651,QA31,A,,низький,незначна,випадково,,General,2024-02-04,,,,спільна,2024-02-04,Частично отсутствует локализация при выборе English в настройках персонажа,нова,відкрита,
0001650,QA31,A,,нормальний,незначна,не пробував,,General,2024-02-04,,,,спільна,2024-02-04,"Исчезает окно с вкладками при выборе якоря ""Приключения"" в окне профиля",нова,відкрита,
0001649,QA31,A,,нормальний,незначна,не пробував,,General,2024-02-03,,,,спільна,2024-02-03,"Отсутствуют ссылки на статьи при выборе русской локализации в разделе ""Справка""",нова,відкрита,
0001648,QA31,A,,нормальний,незначна,завжди,,General,2024-02-03,,,,спільна,2024-02-03,"Отсутствует локализация в окне ""Положение о защите данных"" в разделе ""Помощь по игре""",нова,відкрита,
0001647,QA31,A,,низький,незначна,завжди,,General,2024-02-03,,,,спільна,2024-02-03,"Частично отсутствует локализация в окне ""Помощь по игре""",нова,відкрита,
0001646,QA31,A,,низький,незначна,випадково,,General,2024-02-03,,,,спільна,2024-02-03,"Частично отсутствует локализация в окне ""Атака""",нова,відкрита,
0001645,QA31,A,,низький,банальна,завжди,,General,2024-02-03,,,,спільна,2024-02-03,Отсутствует локализация при начальной загрузке игры при выборе русской локализации,нова,відкрита,
0001644,QA31,A,,високий,спричиняє до аварії,завжди,,General,2024-02-03,,,,спільна,2024-02-03,Error-меседж при регистрации в United State-локализации,нова,відкрита,
0001643,QA31,A,,низький,незначна,завжди,,General,2024-02-03,,,,спільна,2024-02-03,"Отсутствует локализация ""Настройки конфиденциальности"" в левом нижнем углу при выборе локализации United States",нова,відкрита,
0001642,QA31,Viktor,,нормальний,доводка,не пробував,,General,2023-12-27,,,,спільна,2023-12-27,[Колесник] Кнопка становиться не читабельной в черно-белом варианте страницы.,нова,відкрита,
0001641,QA31,Viktor,,високий,значна,не пробував,,General,2023-12-26,,,,спільна,2023-12-26,"[Колесник] Не переведена полностью на укр. локализацию ""Поддержка в чате""",нова,відкрита,
0001640,QA31,Viktor,,високий,значна,не пробував,,General,2023-12-26,,,,спільна,2023-12-26,"[Колесник] Отсутствует заполнение страницы ""ЕЛЕКТРОННІ КОНСУЛЬТАЦІЇ З ГРОМАДСЬКІСТЮ""",нова,відкрита,
0001639,QA31,Viktor,,високий,значна,не пробував,,General,2023-12-26,,,,спільна,2023-12-26,"[Колесник] При выборе кнопки поиска и скролинге страницы пропадают кнопки ""Збільшити шрифт"" и ""Змінити на синій""",нова,відкрита,
0001638,QA31,Viktor,,нормальний,незначна,не пробував,,General,2023-12-26,,,,спільна,2023-12-26,"[Колесник]  Кнопка ""Далі"" не кликабельна при использование интерактивного помощника.",нова,відкрита,
0001637,QA31,Viktor,,нормальний,значна,не пробував,,General,2023-12-26,,,,спільна,2023-12-26,"[Колесник] Переходит на главную страницу. Выбрать раздел ""Освіта"" перевести с укр. локализации в англ. локализацию.",нова,відкрита,
0001636,QA31,Viktor,,низький,доводка,не пробував,,General,2023-12-26,,,,спільна,2023-12-26,"[Колесник]  Не отображаются Google карты в разделе ""Контакты""",нова,відкрита,
0001635,QA31,Natasia Rudenko,,нормальний,незначна,не пробував,,General,2023-12-19,,,,спільна,2023-12-19,"Пропадает текст в кнопках ""Завантажити ще"" при чёрно-белом варианте сайта",нова,відкрита,
0001634,QA31,Natasia Rudenko,,високий,доводка,завжди,,General,2023-12-19,,,,спільна,2023-12-19,"Изменение масштаба страницы при переходе на страницу ""ВИЩІ НАВЧАЛЬНІ ЗАКЛАДИ""",нова,відкрита,
0001633,QA31,Natasia Rudenko,,високий,значна,завжди,,General,2023-12-19,,,,спільна,2023-12-19,"Отсутствует какая-либо информация на странице ""Консультації з громадськістю""",нова,відкрита,
0001632,QA31,Natasia Rudenko,,низький,незначна,завжди,,General,2023-12-19,,,,спільна,2023-12-19,"Не кликабельна кнопка ""Завантажити ще"" на странице ""Партнери""",нова,відкрита,
0001631,QA31,Natasia Rudenko,,високий,незначна,завжди,,General,2023-12-19,,,,спільна,2023-12-19,Отсутствует значок Тelegram в английской локализации,нова,відкрита,
0001630,QA31,Natasia Rudenko,,низький,доводка,іноді,,General,2023-12-19,,,,спільна,2023-12-19,"не загружается Google карта  на странице ""Прес-центр""",нова,відкрита,
0001629,QA31,Natasia Rudenko,,нормальний,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"Не кликабельна кнопка ""Далі"" на панели помощника на главной странице",нова,відкрита,
0001628,QA31,Akulova Anastasiia,,нормальний,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[Акулова] Відсутня повна кількість пунктів контекстного меню у всіх заголовках хедеру в англомовній версії сайту,нова,відкрита,
0001627,QA31,Akulova Anastasiia,,нормальний,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Акулова] Відсутня можливість поділитись матеріалами через соцмережі з розділу ""Документи"" та ""Пресцентр""",нова,відкрита,
0001626,QA31,valera1,,високий,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Горин] При черно-белой версии сайта в разделе ""ДОПОМОГА УКРАЇНСЬКИМ МЕДИКАМ ТА АРМІЇ"" отсутствует кнопка ""Докладніше""",нова,відкрита,
0001625,QA31,valera1,,високий,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Горин] Отсутствует раздел ""Документи"" при английской локализации сайта",нова,відкрита,
0001624,QA31,valera1,,високий,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Горин] При английской локализации отсутствует раздел ""Громадянам""",нова,відкрита,
0001623,QA31,valera1,,високий,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[Горин] При английской локализации отсутствует ссылка на Телеграм,нова,відкрита,
0001622,QA31,valera1,,нормальний,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Горин] При английской локализации отсутствует раздел ""Медичним працівникам""",нова,відкрита,
0001621,QA31,valera1,,нормальний,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Горин] При украинской локализации отсутствует раздел ""Для пацієнтів""",нова,відкрита,
0001620,QA31,valera1,,нормальний,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Горин] Отсутствует полная информация о номерах телефонов при английской локализации в разделе ""Contacts""",нова,відкрита,
0001619,QA31,Akulova Anastasiia,,низький,банальна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Акулова] Недійсне посилання на аудіоверсію новини від 11 січня у розділі ""Пресцентр → інтерв'ю""",нова,відкрита,
0001618,QA31,Akulova Anastasiia,,нормальний,незначна,не пробував,,General,2023-12-18,,,,спільна,2023-12-18,[Акулова] Відсутній перехід до архіву у розділі Документи,нова,відкрита,
0001617,QA31,Akulova Anastasiia,,високий,доводка,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Акулова] Google карти у розділі ""Контакти"" та розділі ""Пресцентр → контакти пресслужби"" не відображаються",нова,відкрита,
0001616,QA31,Akulova Anastasiia,,нормальний,значна,випадково,,General,2023-12-18,,,,спільна,2023-12-18,[Акулова] Відсутній перехід за посиланням/помилка 502 у інтерв'ю від 19 липня,нова,відкрита,
0001615,QA31,Akulova Anastasiia,,нормальний,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Акулова] button ""Завантажити ще "" у розділі ""Пресцентр"" не відкликається",нова,відкрита,
0001614,QA31,Tani,,високий,значна,не пробував,,General,2023-12-18,,,,спільна,2023-12-18,"[Kliarska Tetiana] Отсутствует переход на следующий шаг  в разделе ""ІНТЕРАКТИВНИЙ ПОМІЧНИК"" на главной странице",нова,відкрита,
0001613,QA31,Tani,,нормальний,незначна,не пробував,,General,2023-12-18,,,,спільна,2023-12-18,"[Kliarska Tetiana]  Отсутствует  страница  при переходе ""Державний нагляд (контроль)"" в футере",нова,відкрита,
0001612,QA31,Tani,,нормальний,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Kliarska Tetiana] Отсутствует заполнения раздела ""КОНСУЛЬТАЦІЇ З ГРОМАДСЬКІСТЮ"", пустая страница",нова,відкрита,
0001611,QA31,AlexQA31,,низький,банальна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Шостенко] Наложение текста в меню ""Документы""",нова,відкрита,
0001610,QA31,AlexQA31,,низький,банальна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Шостенко] Номер контактного телефона в футере на главной странице и по ссылке ""Контакты"" указаны в разном формате",нова,відкрита,
0001609,QA31,Tani,,високий,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Kliarska Tetiana] Отсутствует содержимое  в разделе ""Ліцензійний реєстр МОЗ України з медичної практики""",нова,відкрита,
0001608,QA31,AlexQA31,,нормальний,банальна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Шостенко] Функция ""Поиск"" работает не корректно",нова,відкрита,
0001607,QA31,AlexQA31,,низький,банальна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Шостенко] Ошибка локализации, при переходе по ссылке на Telegram-канал",нова,відкрита,
0001606,QA31,AlexQA31,,низький,банальна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[Шостенко] Не кликабельные 2 из 3х ссылки на сайты партнеров в футере,нова,відкрита,
0001605,QA31,Tani,,нормальний,текст,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Kliarska Tetiana] Присутствует наложение текста  в меню ""Освіта""",нова,відкрита,
0001604,QA31,Tani,,нормальний,доводка,не пробував,,General,2023-12-18,,,,спільна,2023-12-18,"[Kliarska Tetiana] Отсутствует загрузка ""Карты Google"" в меню ""Контакты""",нова,відкрита,
0001603,QA31,Tani,,нормальний,доводка,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[Kliarska Tetiana] Отсутствует карта сайта в футере внизу справа,нова,відкрита,
0001602,QA31,AlexQA31,,низький,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Шостенко] Битые ссылки на гугл карты в разделе ""Контакти""",нова,відкрита,
0001601,QA31,AlexQA31,,високий,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[Шостенко]Подписка на рассылку новостей в футере не реагирует на действия пользователя,нова,відкрита,
0001600,QA31,Svitlana,,нормальний,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Ляшенко]Смещение названий тегов новостей на странице ""ПРЕСЦЕНТР"" в правую сторону",нова,відкрита,
0001599,QA31,Svitlana,,високий,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[Ляшенко] Подписка на рассылку новостей не осуществляется,нова,відкрита,
0001598,QA31,Marina,,низький,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[ Marina Munteanu ] Відсутність тултипу для іконки ""Чату підтримки"" при наведенні  курсора миші",нова,відкрита,
0001597,QA31,Marina,,терміново,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[ Marina Munteanu ]  Перекриття можливості використання жестової мови чатом підтримки при натисканні,нова,відкрита,
0001596,QA31,Svitlana,,нормальний,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Ляшенко] Карты Google не загружаются на странице ""Контакты""",нова,відкрита,
0001595,QA31,Svitlana,,низький,банальна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"Ненужный символ ""_"" в строчке tel: на странице ""CONTACTS"" в английской локализации сайта",нова,відкрита,
0001594,QA31,Marina,,нормальний,незначна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,[ Marina Munteanu ]  Нефункціонуючий пошук на сайті під українською локалізацією,нова,відкрита,
0001593,QA31,Svitlana,,високий,значна,завжди,,General,2023-12-18,,,,спільна,2023-12-18,"[Ляшенко]Номер телефона Hotline в футере сайта при английской локализации отличается, если навести на него мышкой",нова,відкрита,
0001592,QA31,Svitlana,,високий,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Ляшенко] 404 ошибка при переходе на страницу ""Державний нагляд (контроль)""",нова,відкрита,
0001591,QA31,Marina,,високий,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[ Marina Munteanu ]   Помилка при завантаженні карт у розділі ""Контакти""",нова,відкрита,
0001590,QA31,Svitlana,,високий,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Ляшенко] Битые ссылки в колонке ""Посилання"" на странице ""Дослідницькі інститути""",нова,відкрита,
0001589,QA31,Marina,,високий,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[ Marina Munteanu ]  Затемнена  кнопка ""Вся структура МОЗ"" у банері ""Структура"" на головному екрані",нова,відкрита,
0001588,QA31,Rivne,,низький,незначна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Glivchuk] Інтерактивне вікно ""Онлайн підтримка"" перекриває кнопку ""звернення мовою жестів"" при першому відкритті сторінки",нова,відкрита,
0001587,QA31,Rivne,,низький,банальна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Glivchuk] Не читаємий текст в картинці ""за підтримки"" в футері сайту",нова,відкрита,
0001586,QA31,Rivne,,низький,банальна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Glivchuk] Некоректне розміщення картинки в банері, в рубриці ""статті"" в вікні Громадянам",нова,відкрита,
0001585,QA31,Rivne,,нормальний,незначна,не пробував,,General,2023-12-17,,,,спільна,2023-12-17,"[Glivchuk] Зміщення тексту ""РЕФОРМИ"" в розділі "" Медична реформа"" в вікні ""Про Міністерство""",нова,відкрита,
0001584,QA31,Rivne,,низький,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Glivchuk] Повідомлення ""Сталася помилка."" в банері ""карта"" в розділі ""Контакти""",нова,відкрита,
0001583,QA31,Rivne,,нормальний,незначна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Glivchuk] Кнопки ""звернення мовою жестів"" та ""Чат"" в правому нижньому кутку вікна незмінюють колір, при перемиканні перемикача",нова,відкрита,
0001582,QA31,Rivne,,нормальний,незначна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[Glivchuk] Текст ""Докладно"" зливається з фоном кнопки при натисненні перемикача ""змінити на чорно-білий""на головній сторінці",нова,відкрита,
0001581,QA31,Marina,,нормальний,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"[ Marina Munteanu ]  Відсутність інформації у розділі ""НАЦІОНАЛЬНА РАДА З ПИТАНЬ ПРОТИДІЇ ТУБЕРКУЛЬОЗУ ТА ВІЛ/СНІД""",нова,відкрита,
0001580,QA31,Marina,,високий,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,[ Marina Munteanu ]  Недоступність інтерактивного помічника під час української локалізації,нова,відкрита,
0001579,QA31,student_qa311_4,,нормальний,незначна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"Ошибка 404 при переходе в раздел ""Державний нагляд (контроль)"" находящийся в футтере сайта",нова,відкрита,
0001578,QA31,student_qa311_4,,нормальний,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"Исчезает название кнопки ""Докладніше"" при переходе в режим ""Чорно-Білий"" на слайде ""ДОПОМОГА УКРАЇНСЬКИМ МЕДИКАМ ТА АРМІЇ""",нова,відкрита,
0001577,QA31,student_qa311_4,,високий,значна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"Конфликт функций ""Для людей з порушенням зору"" и ""Змінити на синій""",нова,відкрита,
0001576,QA31,student_qa311_4,,низький,банальна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,Наложение одного текста на другой в названиях ссылок ведущих к дополнительной информации в блоках информационных статей,нова,відкрита,
0001575,QA31,student_qa311_4,,високий,незначна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"Не загружаются гугл карты в разделе ""Контакты""",нова,відкрита,
0001574,QA31,student_qa311_4,,низький,незначна,не пробував,,General,2023-12-17,,,,спільна,2023-12-17,"Окно поиска перестаёт открываться при многократном нажатии на кнопку ""Поиск"" в хеддере сайта",нова,відкрита,
0001573,QA31,student_qa311_4,,нормальний,незначна,завжди,,General,2023-12-17,,,,спільна,2023-12-17,"Цвет кнопки ""Поиск"" сливается с фоном сайта в хеддере и слабозаметен",нова,відкрита,
0001572,QA31,student_qa311_4,,високий,значна,не пробував,,General,2023-12-14,,,,спільна,2023-12-14,Пользователь может зарегестрироваться под несуществующей электронной почтой.,нова,відкрита,
0001571,QA31,Zhuk,,нормальний,незначна,завжди,,General,2023-12-13,Windows 10 Pro,,,спільна,2023-12-13,[Zhukova] Ошибка 404 при открытии  ЗАПИТАННЯ ТА ВІДПОВІДІ в разделе Медичним працівникам,нова,відкрита,
0001570,QA31,Zhuk,,низький,текст,завжди,,General,2023-12-13,Windows 10 Pro,22H2,,спільна,2023-12-13,[Zhukova] Ошибка 404 при переходе по ссылке в тексте раздела МЕДИЧНИМ ПРАЦІВНИКАМ,нова,відкрита,
0001569,QA31,Zhuk,,низький,незначна,завжди,,General,2023-12-13,Windows 10 Pro,22H2,,спільна,2023-12-13,[Zhukova] Наложение графики сайта на текст в разделе Реєстри,нова,відкрита,
0001568,QA31,Zhuk,,високий,значна,завжди,,General,2023-12-13,Windows 10 Pro,22H2,,спільна,2023-12-13,"[Zhukova] Ошибка 404 при открытии страницы ""Державний нагляд (контроль)""",нова,відкрита,
0001567,QA31,Zhuk,,низький,текст,завжди,,General,2023-12-13,Windows 10 Pro,22H2,,спільна,2023-12-13,"[Zhukova] Шаблон запроса ""повідомлення про корупцію"" написано с маленькой буквы",нова,відкрита,
0001566,QA31,Zhuk,,нормальний,незначна,завжди,,General,2023-12-13,Windows 10 Pro,22H2,,спільна,2023-12-13,Ошибка загрузки карт Гугл в разделе Контакты,нова,відкрита,
0001565,QA31,Zhuk,,нормальний,доводка,завжди,,General,2023-12-13,Windows 10 Pro,22H2,,спільна,2023-12-13,[Zhukova]Пропадает текст на вкладке ДОКЛАДНІШЕ в разделе ДОПОМОГА УКРАЇНСЬКИМ МЕДИКАМ ТА АРМІЇ при переходе на черно-белый режим,нова,відкрита,
